timestamp,label,raw_A0,raw_A1,raw_A2,raw_A3,raw_A4,raw_D7,raw_D8,raw_D9,raw_D10,voltage_A0,voltage_A1,voltage_A2,voltage_A3,voltage_A4,voltage_D7,voltage_D8,voltage_D9,voltage_D10
2026-04-17 01:01:11,M,905.000,3943.000,2557.000,596.000,1144.000,231.000,16.000,240.000,323.000,0.729304,3.177509,2.060586,0.480293,0.921905,0.186154,0.012894,0.193407,0.260293
2026-04-17 01:01:25,M,894.000,2223.000,571.000,225.000,1053.000,326.000,177.000,147.000,146.000,0.720440,1.791429,0.460147,0.181319,0.848571,0.262711,0.142637,0.118462,0.117656
2026-04-17 01:01:33,M,956.000,3501.000,1311.000,427.000,1206.000,438.000,285.000,164.000,159.000,0.770403,2.821319,1.056484,0.344103,0.971868,0.352967,0.229670,0.132161,0.128132
2026-04-17 01:01:41,M,1277.000,2956.000,531.000,264.000,1207.000,91.000,92.000,208.000,226.000,1.029084,2.382125,0.427912,0.212747,0.972674,0.073333,0.074139,0.167619,0.182125
2026-04-17 01:01:46,M,2695.000,2808.000,1047.000,319.000,1371.000,483.000,505.000,149.000,197.000,2.171795,2.262857,0.843736,0.257070,1.104835,0.389231,0.406960,0.120073,0.158755
2026-04-17 01:01:51,M,1568.000,3466.000,1675.000,681.000,1233.000,607.000,493.000,205.000,219.000,1.263590,2.793114,1.349817,0.548791,0.993626,0.489158,0.397289,0.165201,0.176484
2026-04-17 01:01:56,M,2650.000,2797.000,913.000,247.000,3176.000,468.000,296.000,138.000,231.000,2.135531,2.253993,0.735751,0.199048,2.559414,0.377143,0.238535,0.111209,0.186154
2026-04-17 01:02:00,M,1813.000,4054.000,2067.000,561.000,1909.000,507.000,329.000,480.000,600.000,1.461026,3.266960,1.665714,0.452088,1.538388,0.408571,0.265128,0.386813,0.483516
2026-04-17 01:02:06,M,4052.000,3481.000,1056.000,547.000,2170.000,207.000,212.000,251.000,280.000,3.265348,2.805201,0.850989,0.440806,1.748718,0.166813,0.170842,0.202271,0.225641
